ID_Produksi,Tanggal,Shift,ID_Mesin,ID_Operator,ID_Material,Qty_Produksi,Qty_OK,Qty_NG,Setting_Speed_RPM,Suhu_Mesin_Celsius,Durasi_Jam
TRX-PRD-000241,2026-04-27,Shift A,MC-002,OP-010,MAT-010,725,714,11,1500,85.9,6.63
TRX-PRD-000242,2026-04-19,Shift A,MC-012,OP-018,MAT-006,2642,2588,54,1500,64.9,4.51
TRX-PRD-000243,2026-05-01,Shift C,MC-002,OP-030,MAT-005,2645,2602,43,1000,58.5,7.9
TRX-PRD-000244,2026-06-16,Shift A,MC-008,OP-057,MAT-014,2821,2740,81,1200,71.6,5.02
TRX-PRD-000245,2026-04-10,Shift C,MC-011,OP-020,MAT-001,680,674,6,800,91.7,5.89
TRX-PRD-000246,2026-05-16,Shift C,MC-003,OP-047,MAT-012,2217,2200,17,1300,48.0,5.67
TRX-PRD-000247,2026-05-07,Shift A,MC-002,OP-010,MAT-001,1234,1209,25,1300,74.5,7.93
TRX-PRD-000248,2026-05-18,Shift A,MC-008,OP-026,MAT-009,2370,2331,39,800,72.3,5.17
TRX-PRD-000249,2026-05-05,Shift C,MC-004,OP-032,MAT-008,1300,1288,12,1300,63.9,7.73
TRX-PRD-000250,2026-03-31,Shift A,MC-006,OP-004,MAT-011,2041,1968,73,1500,75.1,6.12
TRX-PRD-000251,2026-04-27,Shift B,MC-001,OP-018,MAT-004,2628,2177,451,1700,74.8,5.49
TRX-PRD-000252,2026-04-07,Shift B,MC-009,,MAT-002,2924,2829,95,800,74.7,7.86
TRX-PRD-000253,2026-04-27,Shift A,MC-014,OP-035,MAT-012,1836,1811,25,1600,69.6,4.93
TRX-PRD-000254,2026-04-22,Shift A,MC-013,OP-016,MAT-008,2408,2306,102,1600,48.5,6.14
TRX-PRD-000255,2026-04-23,Shift B,MC-008,OP-034,MAT-013,1746,1419,327,800,85.9,7.43
TRX-PRD-000256,2026-04-15,Shift A,MC-004,OP-035,MAT-011,1724,1709,15,1500,60.9,4.7
TRX-PRD-000257,2026-05-18,Shift C,MC-009,OP-058,MAT-002,1072,1032,40,1000,-54.0,7.32
TRX-PRD-000258,2026-04-25,Shift A,MC-014,OP-032,MAT-011,844,838,6,1500,87.7,4.3
TRX-PRD-000259,2026-04-05,Shift A,MC-011,OP-055,MAT-014,1858,1806,52,1000,69.8,5.84
TRX-PRD-000260,2026-04-18,Shift C,MC-007,OP-050,MAT-011,2247,2166,81,1200,79.9,7.63
TRX-PRD-000261,2026-05-02,Shift A,MC-003,OP-054,MAT-004,1708,1694,14,1800,82.1,6.2
TRX-PRD-000262,2026-04-04,Shift A,MC-007,OP-018,MAT-013,2653,2538,115,1300,79.4,7.21
TRX-PRD-000263,2026-03-30,Shift C,MC-013,OP-041,MAT-008,1909,1881,28,1600,80.9,4.72
TRX-PRD-000264,2026-05-07,Shift B,MC-001,OP-005,MAT-008,2668,2598,70,1600,71.9,8.0
TRX-PRD-000265,2026-04-17,Shift A,MC-011,OP-024,MAT-013,729,723,6,1300,78.3,7.93
TRX-PRD-000266,2026-05-16,Shift B,MC-014,OP-022,MAT-006,1969,1557,412,800,62.5,5.41
TRX-PRD-000267,2026-06-08,Shift B,MC-010,OP-027,MAT-003,2508,1909,599,800,68.0,4.93
TRX-PRD-000268,2026-04-25,Shift A,MC-008,OP-030,MAT-004,1034,1019,15,1600,60.9,7.68
TRX-PRD-000269,2026-05-08,Shift A,MC-003,OP-010,MAT-014,1994,1962,32,1000,54.2,7.77
TRX-PRD-000270,2026-05-17,Shift B,MC-006,OP-038,MAT-003,2289,1856,433,1800,92.0,4.7
TRX-PRD-000271,2026-06-07,Shift C,MC-010,OP-020,MAT-014,1218,1199,19,1700,74.6,6.75
TRX-PRD-000272,2026-04-13,Shift A,MC-001,OP-050,MAT-010,1803,1711,92,1300,86.0,4.42
TRX-PRD-000273,2026-05-30,Shift A,MC-012,OP-021,MAT-006,1187,1173,14,1000,78.1,6.68
TRX-PRD-000274,2026-05-09,Shift B,MC-005,OP-027,MAT-006,1551,1233,318,1000,57.9,4.19
TRX-PRD-000275,2026-05-23,Shift C,MC-003,OP-042,MAT-006,2736,2710,26,1700,75.2,5.92
TRX-PRD-000276,2026-06-09,Shift B,MC-011,,MAT-013,636,549,87,1500,-42.9,5.04
TRX-PRD-000277,2026-04-10,Shift A,MC-003,OP-014,MAT-009,881,871,10,1600,65.2,6.45
TRX-PRD-000278,2026-05-28,Shift C,MC-007,OP-052,MAT-003,719,707,12,1000,77.6,7.9
TRX-PRD-000279,2026-05-19,Shift C,MC-012,OP-023,MAT-005,1472,1449,23,1000,84.8,6.29
TRX-PRD-000280,2026-05-29,Shift A,MC-006,OP-004,MAT-014,2958,2874,84,1800,56.6,4.1
TRX-PRD-000281,2026-04-18,Shift B,MC-002,OP-056,MAT-007,2428,2003,425,1800,62.2,5.06
TRX-PRD-000282,2026-06-18,Shift B,MC-003,OP-048,MAT-008,682,575,107,1500,76.9,5.05
TRX-PRD-000283,2026-05-01,Shift B,MC-003,OP-016,MAT-013,2717,2299,418,1700,67.4,6.36
TRX-PRD-000284,2026-06-06,Shift A,MC-007,OP-036,MAT-011,2444,2417,27,1300,65.2,4.32
TRX-PRD-000285,2026-04-01,Shift B,MC-009,OP-010,MAT-008,1208,1152,56,1200,85.5,7.23
TRX-PRD-000286,2026-04-13,Shift A,MC-002,OP-017,MAT-011,1105,1084,21,1500,66.4,6.91
TRX-PRD-000287,2026-04-05,Shift A,MC-009,OP-047,MAT-005,2628,2609,19,1800,82.0,4.05
TRX-PRD-000288,2026-06-25,Shift B,MC-009,OP-053,MAT-003,2820,2295,525,1000,100.6,6.25
TRX-PRD-000289,2026-04-09,Shift C,MC-014,OP-031,MAT-005,2068,2042,26,1800,74.0,5.89
TRX-PRD-000290,2026-04-19,Shift A,MC-003,OP-003,MAT-006,1473,1462,11,800,74.7,7.68
TRX-PRD-000291,2026-05-14,Shift A,MC-014,OP-026,MAT-008,902,887,15,1300,92.7,7.9
TRX-PRD-000292,2026-05-23,Shift C,MC-006,OP-036,MAT-002,1269,1255,14,1800,81.3,7.3
TRX-PRD-000293,2026-05-29,Shift C,MC-014,OP-005,MAT-003,768,760,8,1500,84.7,5.61
TRX-PRD-000294,2026-06-03,Shift C,MC-001,OP-017,MAT-004,736,729,7,1300,-49.3,4.2
TRX-PRD-000295,2026-05-13,Shift C,MC-005,OP-040,MAT-011,1007,998,9,800,78.8,5.96
TRX-PRD-000296,2026-05-24,Shift A,MC-014,OP-051,MAT-006,1169,1145,24,1500,81.1,6.76
TRX-PRD-000297,2026-05-03,Shift A,MC-001,OP-049,MAT-004,1406,1379,27,1300,74.3,5.08
TRX-PRD-000298,2026-05-19,Shift B,MC-014,OP-041,MAT-011,1209,1159,50,800,58.4,6.43
TRX-PRD-000299,2026-05-06,Shift C,MC-012,OP-037,MAT-014,1928,1895,33,1800,79.3,5.87
TRX-PRD-000300,2026-06-22,Shift B,MC-010,OP-050,MAT-009,2032,1724,308,1500,77.1,4.43
TRX-PRD-000301,2026-04-05,Shift B,MC-005,OP-046,MAT-012,1723,1329,394,1300,64.2,7.06
TRX-PRD-000302,2026-04-04,Shift C,MC-013,OP-029,MAT-012,604,591,13,1800,85.5,5.04
TRX-PRD-000303,2026-05-20,Shift B,MC-012,OP-051,MAT-010,1277,1204,73,1600,75.3,4.89
TRX-PRD-000304,2026-06-04,Shift B,MC-008,OP-048,MAT-003,2786,2263,523,1200,75.3,5.88
TRX-PRD-000305,2026-04-30,Shift C,MC-009,OP-030,MAT-004,1955,1940,15,1300,70.7,5.23
TRX-PRD-000306,2026-05-09,Shift B,MC-010,OP-040,MAT-008,719,695,24,1000,71.9,4.78
TRX-PRD-000307,2026-04-12,Shift C,MC-007,OP-026,MAT-014,1117,1103,14,1200,73.1,5.37
TRX-PRD-000308,2026-06-08,Shift C,MC-008,OP-029,MAT-003,831,818,13,1800,70.6,7.95
TRX-PRD-000309,2026-05-07,Shift B,MC-001,OP-055,MAT-013,1190,979,211,1200,77.7,7.05
TRX-PRD-000310,2026-04-08,Shift A,MC-007,OP-035,MAT-008,2070,2051,19,800,-41.2,4.8
TRX-PRD-000311,2026-05-14,Shift C,MC-006,OP-057,MAT-001,1519,1440,79,1300,85.7,5.38
TRX-PRD-000312,2026-04-13,Shift A,MC-009,OP-038,MAT-001,1721,1639,82,1500,69.8,6.08
TRX-PRD-000313,2026-06-03,Shift B,MC-011,OP-030,MAT-008,1971,1881,90,1300,89.1,7.63
TRX-PRD-000314,2026-05-18,Shift A,MC-004,OP-019,MAT-010,2566,2506,60,1200,70.5,6.84
TRX-PRD-000315,2026-04-01,Shift B,MC-011,OP-034,MAT-010,696,557,139,1000,89.5,4.08
TRX-PRD-000316,2026-06-24,Shift A,MC-008,OP-010,MAT-008,1127,1116,11,1300,61.6,6.52
TRX-PRD-000317,2026-05-05,Shift B,MC-002,OP-057,MAT-012,1061,898,163,1700,65.8,4.42
TRX-PRD-000318,2026-06-15,Shift A,MC-002,OP-016,MAT-004,1577,1549,28,1300,74.7,5.64
TRX-PRD-000319,2026-04-17,Shift A,MC-008,OP-041,MAT-001,552,545,7,1000,77.3,7.34
TRX-PRD-000320,2026-06-21,Shift B,MC-002,,MAT-002,1548,1484,64,1300,84.8,7.91
TRX-PRD-000321,2026-04-30,Shift B,MC-002,OP-003,MAT-006,1780,1678,102,1700,72.9,4.38
TRX-PRD-000322,2026-04-02,Shift A,MC-003,OP-030,MAT-008,1598,1574,24,1000,76.7,5.37
TRX-PRD-000323,2026-04-11,Shift B,MC-008,OP-034,MAT-008,2227,1742,485,1200,79.9,6.78
TRX-PRD-000324,2026-04-04,Shift C,MC-014,OP-008,MAT-010,2477,2455,22,1800,68.8,5.52
TRX-PRD-000325,2026-05-12,Shift B,MC-014,OP-041,MAT-002,2184,2073,111,1800,69.4,5.05
TRX-PRD-000326,2026-05-07,Shift A,MC-014,OP-049,MAT-004,1885,1868,17,1000,89.2,6.91
TRX-PRD-000327,2026-05-28,Shift B,MC-011,OP-013,MAT-009,723,691,32,800,69.3,4.63
TRX-PRD-000328,2026-05-27,Shift C,MC-014,OP-006,MAT-006,1486,1461,25,1600,77.0,4.2
TRX-PRD-000329,2026-04-25,Shift B,MC-007,OP-050,MAT-008,2847,2221,626,1800,59.8,5.99
TRX-PRD-000330,2026-05-07,Shift A,MC-008,OP-008,MAT-001,2782,2755,27,800,68.9,7.17
TRX-PRD-000331,2026-06-15,Shift B,MC-009,OP-058,MAT-008,1896,1331,565,1600,71.1,7.27
TRX-PRD-000332,2026-05-25,Shift B,MC-013,OP-032,MAT-002,899,845,54,1300,-70.2,5.42
TRX-PRD-000333,2026-06-17,Shift C,MC-005,OP-044,MAT-002,687,682,5,1200,61.2,7.29
TRX-PRD-000334,2026-05-19,Shift A,MC-010,OP-027,MAT-014,2109,2022,87,1300,67.7,7.13
TRX-PRD-000335,2026-05-10,Shift A,MC-007,OP-059,MAT-010,1004,996,8,1800,69.8,6.36
TRX-PRD-000336,2026-05-31,Shift A,MC-008,OP-044,MAT-009,2272,2227,45,1800,77.2,7.12
TRX-PRD-000337,2026-04-19,Shift C,MC-003,OP-008,MAT-010,2982,2940,42,1600,70.1,5.54
TRX-PRD-000338,2026-06-13,Shift C,MC-013,OP-024,MAT-006,1704,1676,28,1800,85.4,4.55
TRX-PRD-000339,2026-06-13,Shift C,MC-012,OP-026,MAT-009,1785,1764,21,1300,80.9,6.5
TRX-PRD-000340,2026-05-04,Shift C,MC-011,OP-060,MAT-003,2563,2510,53,1600,86.1,7.04
TRX-PRD-000341,2026-06-07,Shift B,MC-010,OP-053,MAT-014,2230,1658,572,800,85.7,4.1
TRX-PRD-000342,2026-04-15,Shift A,MC-001,OP-024,MAT-003,1673,1643,30,1500,86.7,4.25
TRX-PRD-000343,2026-05-04,Shift A,MC-009,OP-031,MAT-002,2801,2771,30,1300,73.3,6.25
TRX-PRD-000344,2026-04-27,Shift B,MC-013,,MAT-007,2206,2112,94,1600,76.5,4.22
TRX-PRD-000345,2026-04-29,Shift A,MC-014,OP-020,MAT-012,2006,1985,21,1300,75.3,7.86
TRX-PRD-000346,2026-05-04,Shift B,MC-011,OP-015,MAT-012,2604,2531,73,1000,87.8,5.71
TRX-PRD-000347,2026-06-07,Shift A,MC-003,OP-001,MAT-012,1134,1113,21,800,61.4,5.29
TRX-PRD-000348,2026-04-03,Shift C,MC-011,OP-042,MAT-009,1966,1935,31,1000,82.5,5.27
TRX-PRD-000349,2026-04-25,Shift C,MC-009,OP-011,MAT-009,2699,2596,103,1700,77.5,4.88
TRX-PRD-000350,2026-04-24,Shift B,MC-006,OP-048,MAT-013,2672,1975,697,1800,90.8,7.29
TRX-PRD-000351,2026-06-19,Shift A,MC-011,OP-039,MAT-011,1498,1470,28,800,70.5,5.28
TRX-PRD-000352,2026-04-11,Shift B,MC-009,OP-002,MAT-014,2035,1951,84,1800,76.9,5.19
TRX-PRD-000353,2026-06-19,Shift A,MC-009,OP-011,MAT-013,2703,2643,60,800,87.0,4.84
TRX-PRD-000354,2026-06-16,Shift C,MC-014,OP-008,MAT-014,2282,2263,19,1000,59.8,4.62
TRX-PRD-000355,2026-05-25,Shift C,MC-001,OP-011,MAT-013,1531,1446,85,1000,69.4,4.91
TRX-PRD-000356,2026-04-30,Shift B,MC-008,,MAT-007,984,781,203,800,78.8,6.47
TRX-PRD-000357,2026-06-10,Shift A,MC-014,OP-031,MAT-002,1687,1675,12,1500,90.7,5.13
TRX-PRD-000358,2026-05-23,Shift B,MC-014,OP-004,MAT-004,1058,820,238,1700,74.3,7.4
TRX-PRD-000359,2026-05-04,Shift C,MC-003,OP-060,MAT-001,2767,2733,34,1200,60.5,4.02
TRX-PRD-000360,2026-06-12,Shift B,MC-009,OP-011,MAT-012,1908,1605,303,1300,53.0,6.58
TRX-PRD-000361,2026-06-01,Shift A,MC-003,OP-054,MAT-004,969,954,15,1200,77.4,6.27
TRX-PRD-000362,2026-04-03,Shift C,MC-009,OP-060,MAT-005,775,764,11,1500,69.4,6.9
TRX-PRD-000363,2026-05-29,Shift C,MC-006,OP-060,MAT-005,785,771,14,1300,81.5,5.8
TRX-PRD-000364,2026-06-14,Shift B,MC-012,OP-018,MAT-013,1795,1446,349,1700,74.0,5.25
TRX-PRD-000365,2026-04-25,Shift C,MC-011,OP-024,MAT-003,1858,1837,21,1800,74.5,5.43
TRX-PRD-000366,2026-05-06,Shift B,MC-002,OP-022,MAT-014,1649,1251,398,1200,77.4,4.79
TRX-PRD-000367,2026-06-16,Shift A,MC-002,OP-043,MAT-014,2883,2857,26,1700,62.5,4.85
TRX-PRD-000368,2026-04-01,Shift B,MC-009,OP-058,MAT-003,1998,1487,511,1700,89.4,7.09
TRX-PRD-000369,2026-05-04,Shift A,MC-009,OP-007,MAT-009,543,533,10,1300,78.4,7.23
TRX-PRD-000370,2026-06-14,Shift C,MC-013,OP-012,MAT-003,2819,2764,55,1200,79.6,5.93
TRX-PRD-000371,2026-05-12,Shift A,MC-013,OP-056,MAT-006,1458,1394,64,800,77.0,6.07
TRX-PRD-000372,2026-05-13,Shift B,MC-008,OP-003,MAT-006,922,873,49,1500,82.1,5.05
TRX-PRD-000373,2026-06-05,Shift B,MC-007,OP-050,MAT-014,818,718,100,1500,68.2,7.63
TRX-PRD-000374,2026-06-02,Shift B,MC-014,OP-042,MAT-010,527,509,18,1200,93.0,4.92
TRX-PRD-000375,2026-06-01,Shift B,MC-004,OP-018,MAT-010,984,853,131,1300,83.4,5.32
TRX-PRD-000376,2026-04-11,Shift B,MC-008,OP-056,MAT-011,2183,1818,365,800,68.5,4.51
TRX-PRD-000377,2026-06-11,Shift A,MC-011,OP-003,MAT-003,729,725,4,1200,70.5,4.72
TRX-PRD-000378,2026-05-18,Shift B,MC-010,,MAT-004,2339,2234,105,1800,50.8,4.68
TRX-PRD-000379,2026-05-19,Shift B,MC-013,OP-022,MAT-005,1186,883,303,1600,65.3,6.39
TRX-PRD-000380,2026-04-05,Shift A,MC-007,OP-018,MAT-009,2565,2485,80,1700,74.5,6.42
TRX-PRD-000381,2026-04-19,Shift B,MC-010,OP-009,MAT-002,881,756,125,1800,90.0,7.61
TRX-PRD-000382,2026-06-05,Shift C,MC-013,OP-044,MAT-014,677,669,8,1700,83.8,7.21
TRX-PRD-000383,2026-05-15,Shift B,MC-013,OP-016,MAT-008,1452,1201,251,1000,72.5,7.51
TRX-PRD-000384,2026-05-19,Shift A,MC-001,OP-049,MAT-009,529,526,3,1700,68.2,6.75
TRX-PRD-000385,2026-05-07,Shift B,MC-002,OP-018,MAT-005,1570,1314,256,1700,93.0,6.45
TRX-PRD-000386,2026-06-23,Shift B,MC-004,OP-047,MAT-008,1232,1172,60,1600,81.4,5.94
TRX-PRD-000387,2026-05-06,Shift B,MC-013,OP-012,MAT-011,987,957,30,1300,89.0,6.8
TRX-PRD-000388,2026-04-17,Shift A,MC-009,OP-030,MAT-010,713,707,6,1200,84.2,6.54
TRX-PRD-000389,2026-04-08,Shift C,MC-008,OP-053,MAT-004,2018,1974,44,1000,82.0,6.9
TRX-PRD-000390,2026-05-18,Shift B,MC-009,OP-038,MAT-013,1217,907,310,1800,78.9,4.81
TRX-PRD-000391,2026-06-20,Shift C,MC-009,OP-038,MAT-010,2591,2506,85,1300,88.2,6.7
TRX-PRD-000392,2026-05-13,Shift A,MC-001,OP-007,MAT-013,2136,2105,31,1600,77.0,5.62
TRX-PRD-000393,2026-04-22,Shift B,MC-012,OP-011,MAT-012,2790,2181,609,1600,68.5,7.26
TRX-PRD-000394,2026-04-25,Shift B,MC-004,OP-055,MAT-005,1216,928,288,1700,70.2,6.23
TRX-PRD-000395,2026-05-31,Shift A,MC-002,OP-023,MAT-014,2854,2794,60,1500,80.2,7.86
TRX-PRD-000396,2026-06-08,Shift B,MC-004,OP-046,MAT-010,612,475,137,1800,69.3,4.27
TRX-PRD-000397,2026-06-17,Shift C,MC-004,OP-029,MAT-006,2615,2574,41,800,75.4,5.05
TRX-PRD-000398,2026-05-03,Shift A,MC-011,OP-006,MAT-003,2451,2424,27,1600,76.2,7.58
TRX-PRD-000399,2026-05-01,Shift A,MC-012,OP-042,MAT-004,1491,1481,10,1500,72.4,4.81
TRX-PRD-000400,2026-04-28,Shift C,MC-006,OP-018,MAT-002,2517,2394,123,800,58.3,6.17
TRX-PRD-000401,2026-04-02,Shift C,MC-006,OP-042,MAT-010,1625,1598,27,1800,62.7,7.06
TRX-PRD-000402,2026-06-01,Shift A,MC-004,OP-005,MAT-007,2459,2412,47,800,60.4,5.57
TRX-PRD-000403,2026-06-23,Shift C,MC-008,OP-044,MAT-012,534,524,10,800,91.8,5.52
TRX-PRD-000404,2026-04-09,Shift A,MC-010,OP-015,MAT-004,1603,1577,26,1800,70.4,5.37
TRX-PRD-000405,2026-04-20,Shift B,MC-004,OP-053,MAT-007,1645,1221,424,1800,81.5,4.52
TRX-PRD-000406,2026-06-09,Shift C,MC-014,OP-024,MAT-009,2270,2230,40,1700,59.2,7.2
TRX-PRD-000407,2026-04-16,Shift B,MC-001,OP-022,MAT-014,2617,2020,597,1600,68.7,5.2
TRX-PRD-000408,2026-06-07,Shift C,MC-001,OP-008,MAT-001,1382,1356,26,1500,79.0,6.52
TRX-PRD-000409,2026-05-24,Shift C,MC-005,,MAT-013,1555,1542,13,1600,-57.6,4.48
TRX-PRD-000410,2026-06-22,Shift C,MC-004,OP-015,MAT-005,1954,1932,22,1600,82.7,5.95
TRX-PRD-000411,2026-05-24,Shift C,MC-007,OP-040,MAT-003,1186,1172,14,1600,46.5,6.45
TRX-PRD-000412,2026-05-18,Shift C,MC-002,OP-014,MAT-006,1797,1781,16,1500,62.1,6.42
TRX-PRD-000413,2026-05-17,Shift A,MC-008,OP-051,MAT-008,2195,2158,37,1200,86.6,4.09
TRX-PRD-000414,2026-04-27,Shift B,MC-012,OP-011,MAT-002,891,650,241,1000,75.8,5.89
TRX-PRD-000415,2026-04-03,Shift A,MC-007,OP-057,MAT-010,1136,1099,37,1000,62.2,7.54
TRX-PRD-000416,2026-05-06,Shift A,MC-012,OP-039,MAT-003,2657,2623,34,1200,-52.8,6.65
TRX-PRD-000417,2026-05-08,Shift C,MC-008,OP-024,MAT-003,2708,2686,22,1200,71.8,5.83
TRX-PRD-000418,2026-06-17,Shift C,MC-007,OP-059,MAT-005,1922,1883,39,1800,95.8,7.22
TRX-PRD-000419,2026-05-23,Shift A,MC-007,OP-013,MAT-001,2643,2596,47,1200,72.4,5.88
TRX-PRD-000420,2026-03-29,Shift C,MC-008,OP-056,MAT-007,1699,1658,41,1300,73.0,6.19
TRX-PRD-000421,2026-04-21,Shift B,MC-009,OP-053,MAT-012,2096,1611,485,1700,82.3,4.32
TRX-PRD-000422,2026-06-16,Shift A,MC-013,OP-025,MAT-009,1601,1582,19,1700,74.2,4.27
TRX-PRD-000423,2026-04-14,Shift A,MC-011,OP-054,MAT-012,2515,2497,18,1300,84.2,4.61
TRX-PRD-000424,2026-06-04,Shift A,MC-002,OP-038,MAT-008,533,515,18,1300,78.5,4.06
TRX-PRD-000425,2026-04-24,Shift B,MC-005,OP-056,MAT-013,629,499,130,1600,86.1,7.0
TRX-PRD-000426,2026-04-15,Shift A,MC-013,OP-006,MAT-003,1287,1273,14,1500,64.6,7.31
TRX-PRD-000427,2026-04-12,Shift C,MC-012,OP-033,MAT-008,1512,1485,27,800,68.8,6.94
TRX-PRD-000428,2026-04-09,Shift B,MC-004,OP-056,MAT-005,1823,1397,426,1200,94.1,4.17
TRX-PRD-000429,2026-06-06,Shift B,MC-005,OP-056,MAT-006,713,532,181,1300,76.5,4.94
TRX-PRD-000430,2026-05-22,Shift A,MC-003,,MAT-013,1495,1441,54,800,78.6,6.32
TRX-PRD-000431,2026-06-24,Shift B,MC-010,OP-032,MAT-004,1145,1080,65,1800,86.1,6.47
TRX-PRD-000432,2026-06-16,Shift A,MC-006,,MAT-003,2498,2470,28,1300,86.9,6.23
TRX-PRD-000433,2026-06-18,Shift C,MC-013,OP-055,MAT-007,1967,1902,65,1200,78.0,4.16
TRX-PRD-000434,2026-06-26,Shift B,MC-005,OP-058,MAT-003,2726,2067,659,1600,67.5,5.87
TRX-PRD-000435,2026-06-12,Shift C,MC-009,,MAT-008,1711,1677,34,1500,78.2,5.82
TRX-PRD-000436,2026-06-17,Shift B,MC-012,OP-022,MAT-006,1478,1145,333,1600,79.2,6.63
TRX-PRD-000437,2026-06-04,Shift C,MC-004,OP-042,MAT-003,1659,1628,31,1600,86.9,5.29
TRX-PRD-000438,2026-04-09,Shift B,MC-002,OP-009,MAT-001,1327,971,356,1000,62.7,4.4
TRX-PRD-000439,2026-06-09,Shift B,MC-007,OP-056,MAT-010,1548,1173,375,800,73.5,6.42
TRX-PRD-000440,2026-04-06,Shift A,MC-004,OP-007,MAT-011,748,739,9,1600,76.3,7.75
TRX-PRD-000441,2026-05-20,Shift C,MC-013,OP-054,MAT-001,788,780,8,1500,90.9,4.86
TRX-PRD-000442,2026-06-02,Shift A,MC-012,OP-045,MAT-004,2655,2621,34,1300,66.5,7.79
TRX-PRD-000443,2026-06-07,Shift C,MC-007,OP-059,MAT-011,2378,2355,23,1700,91.4,4.67
TRX-PRD-000444,2026-04-20,Shift B,MC-009,OP-046,MAT-010,2314,1813,501,1600,85.1,6.2
TRX-PRD-000445,2026-05-08,Shift C,MC-007,OP-029,MAT-010,2734,2697,37,1300,50.0,6.2
TRX-PRD-000446,2026-04-29,Shift B,MC-008,OP-055,MAT-001,1665,1469,196,800,97.9,7.97
TRX-PRD-000447,2026-05-05,Shift A,MC-004,OP-027,MAT-014,1630,1581,49,1200,85.2,5.84
TRX-PRD-000448,2026-04-16,Shift A,MC-006,OP-020,MAT-005,876,861,15,1700,99.4,4.87
TRX-PRD-000449,2026-04-06,Shift C,MC-013,OP-015,MAT-012,2860,2804,56,1000,82.6,5.2
TRX-PRD-000450,2026-06-09,Shift B,MC-013,OP-009,MAT-014,2278,1870,408,1700,77.8,4.48
TRX-PRD-000451,2026-04-26,Shift C,MC-014,OP-059,MAT-007,721,715,6,1500,67.5,5.28
TRX-PRD-000452,2026-06-08,Shift A,MC-009,OP-028,MAT-012,2109,2042,67,1800,72.2,6.3
TRX-PRD-000453,2026-04-08,Shift A,MC-005,OP-050,MAT-002,2449,2384,65,800,76.8,5.05
TRX-PRD-000454,2026-05-18,Shift B,MC-013,OP-018,MAT-004,2498,2060,438,1700,88.9,4.78
TRX-PRD-000455,2026-06-14,Shift C,MC-009,OP-028,MAT-013,2261,2174,87,1600,65.2,6.3
TRX-PRD-000456,2026-04-11,Shift C,MC-007,OP-048,MAT-006,2932,2854,78,800,72.8,4.68
TRX-PRD-000457,2026-05-11,Shift B,MC-013,OP-055,MAT-001,1456,1238,218,1300,69.0,4.62
TRX-PRD-000458,2026-04-07,Shift A,MC-001,OP-054,MAT-014,1678,1654,24,800,78.2,7.22
TRX-PRD-000459,2026-05-06,Shift B,MC-001,OP-019,MAT-004,1334,1256,78,1500,77.2,6.49
TRX-PRD-000460,2026-04-15,Shift C,MC-011,OP-033,MAT-011,2657,2636,21,800,88.6,4.24
TRX-PRD-000461,2026-04-22,Shift C,MC-010,OP-005,MAT-001,772,756,16,1700,75.5,6.65
TRX-PRD-000462,2026-06-20,Shift B,MC-002,OP-025,MAT-011,2083,2013,70,1300,75.4,6.03
TRX-PRD-000463,2026-06-26,Shift A,MC-006,OP-052,MAT-003,1314,1293,21,1800,62.6,6.85
TRX-PRD-000464,2026-04-02,Shift A,MC-009,OP-030,MAT-012,1143,1123,20,800,68.1,5.41
TRX-PRD-000465,2026-06-16,Shift A,MC-009,OP-005,MAT-007,620,608,12,1500,68.3,5.37
TRX-PRD-000466,2026-05-17,Shift B,MC-002,OP-044,MAT-010,1431,1363,68,1700,77.8,4.61
TRX-PRD-000467,2026-05-06,Shift C,MC-006,OP-055,MAT-011,1067,1031,36,1300,81.3,5.24
TRX-PRD-000468,2026-06-26,Shift C,MC-003,,MAT-010,1147,1137,10,1600,79.1,6.13
TRX-PRD-000469,2026-04-12,Shift A,MC-014,OP-002,MAT-007,2184,2167,17,1500,84.6,7.74
TRX-PRD-000470,2026-06-17,Shift C,MC-005,,MAT-003,607,592,15,1500,97.1,6.45
TRX-PRD-000471,2026-06-12,Shift A,MC-011,OP-004,MAT-013,2452,2360,92,1200,67.0,6.42
TRX-PRD-000472,2026-06-19,Shift B,MC-014,OP-050,MAT-003,1291,1032,259,1300,-48.5,7.06
TRX-PRD-000473,2026-03-29,Shift C,MC-007,OP-017,MAT-002,1225,1214,11,1800,91.3,5.96
TRX-PRD-000474,2026-05-08,Shift C,MC-004,OP-035,MAT-010,2058,2040,18,1600,69.2,7.76
TRX-PRD-000475,2026-06-09,Shift B,MC-009,OP-009,MAT-008,673,573,100,1300,64.9,5.58
TRX-PRD-000476,2026-04-02,Shift B,MC-009,OP-009,MAT-007,1747,1517,230,1500,77.3,5.69
TRX-PRD-000477,2026-06-14,Shift C,MC-012,OP-013,MAT-011,2350,2303,47,1000,59.4,4.45
TRX-PRD-000478,2026-06-10,Shift C,MC-012,OP-012,MAT-006,2346,2314,32,800,87.3,6.36
TRX-PRD-000479,2026-04-22,Shift C,MC-002,OP-029,MAT-012,1171,1146,25,1000,62.9,6.82
TRX-PRD-000480,2026-06-17,Shift B,MC-009,OP-050,MAT-003,2051,1593,458,1700,67.9,4.68
TRX-PRD-000481,2026-05-09,Shift B,MC-011,OP-014,MAT-003,710,673,37,1700,74.4,6.92
TRX-PRD-000482,2026-05-24,Shift A,MC-003,OP-012,MAT-001,1536,1520,16,800,76.7,7.42
